eval,key,intelligibility,naturalness,cb1,cb2,cb3,cb4,start_time,end_time,path,listener_id,hubert,smile,speaker
test,M015C32,3.5,3.5,False,False,False,False,2024/05/21 16:35:20.240,2024/05/21 16:35:22,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M015C32_hubert_layer6.pt,data/smile/M015C32.pt,M015
test,F013B11,5.0,4.5,False,False,False,True,2024/05/21 16:35:28.528,2024/05/21 16:35:34,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F013B11_hubert_layer6.pt,data/smile/F013B11.pt,F013
test,F002B34,3.0,2.5,False,False,False,False,2024/05/21 16:35:42.255,2024/05/21 16:35:46,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F002B34_hubert_layer6.pt,data/smile/F002B34.pt,F002
test,F010C41,3.0,2.5,False,False,False,False,2024/05/21 16:35:54.020,2024/05/21 16:35:58,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F010C41_hubert_layer6.pt,data/smile/F010C41.pt,F010
test,F015C43,3.0,3.0,False,False,False,False,2024/05/21 16:36:06.213,2024/05/21 16:36:08,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F015C43_hubert_layer6.pt,data/smile/F015C43.pt,F015
test,M004B03,2.0,2.0,False,False,False,False,2024/05/21 16:36:19.301,2024/05/21 16:36:21,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M004B03_hubert_layer6.pt,data/smile/M004B03.pt,M004
test,F002C10,2.5,3.0,False,False,False,False,2024/05/21 16:36:29.317,2024/05/21 16:36:30,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F002C10_hubert_layer6.pt,data/smile/F002C10.pt,F002
test,M014C20,2.0,2.5,False,False,False,False,2024/05/21 16:36:37.605,2024/05/21 16:36:44,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M014C20_hubert_layer6.pt,data/smile/M014C20.pt,M014
test,M005B06,5.0,4.5,False,False,False,False,2024/05/21 16:36:53.498,2024/05/21 16:36:59,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M005B06_hubert_layer6.pt,data/smile/M005B06.pt,M005
test,F015B23,2.0,2.5,False,False,False,False,2024/05/21 16:37:07.407,2024/05/21 16:37:12,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F015B23_hubert_layer6.pt,data/smile/F015B23.pt,F015
test,F018B41,5.0,4.5,False,False,False,False,2024/05/21 16:37:19.792,2024/05/21 16:37:22,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F018B41_hubert_layer6.pt,data/smile/F018B41.pt,F018
test,F004C50,3.5,4.0,False,False,False,False,2024/05/21 16:37:31.482,2024/05/21 16:37:35,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F004C50_hubert_layer6.pt,data/smile/F004C50.pt,F004
test,M013B10,1.5,2.0,False,False,False,False,2024/05/21 16:37:44.815,2024/05/21 16:37:49,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M013B10_hubert_layer6.pt,data/smile/M013B10.pt,M013
test,BM083B39,5.0,5.0,False,False,False,False,2024/05/21 16:37:54.372,2024/05/21 16:37:56,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BM083B39_hubert_layer6.pt,data/smile/BM083B39.pt,BM083
test,M005C45,5.0,5.0,False,False,False,False,2024/05/21 16:38:02.405,2024/05/21 16:38:04,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M005C45_hubert_layer6.pt,data/smile/M005C45.pt,M005
test,F016C36,5.0,4.5,False,False,False,False,2024/05/21 16:38:09.326,2024/05/21 16:38:11,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F016C36_hubert_layer6.pt,data/smile/F016C36.pt,F016
test,F008B31,1.5,1.5,False,False,False,False,2024/05/21 16:38:21.861,2024/05/21 16:38:22,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F008B31_hubert_layer6.pt,data/smile/F008B31.pt,F008
test,M003B36,2.0,2.0,False,False,False,False,2024/05/21 16:38:28.334,2024/05/21 16:38:31,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M003B36_hubert_layer6.pt,data/smile/M003B36.pt,M003
test,M011C02,2.5,3.0,False,False,False,False,2024/05/21 16:38:41.317,2024/05/21 16:38:43,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M011C02_hubert_layer6.pt,data/smile/M011C02.pt,M011
test,M025B33,5.0,4.5,False,False,False,False,2024/05/21 16:38:50.565,2024/05/21 16:38:53,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M025B33_hubert_layer6.pt,data/smile/M025B33.pt,M025
test,M003C06,4.0,4.0,False,False,False,False,2024/05/21 16:39:00.655,2024/05/21 16:39:06,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M003C06_hubert_layer6.pt,data/smile/M003C06.pt,M003
test,BF026C05,5.0,5.0,False,False,True,False,2024/05/21 16:39:11.196,2024/05/21 16:39:14,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BF026C05_hubert_layer6.pt,data/smile/BF026C05.pt,BF026
test,F018C39,5.0,4.5,False,False,False,False,2024/05/21 16:39:23.644,2024/05/21 16:39:24,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F018C39_hubert_layer6.pt,data/smile/F018C39.pt,F018
test,M028B50,5.0,5.0,False,False,False,False,2024/05/21 16:39:30.812,2024/05/21 16:39:31,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M028B50_hubert_layer6.pt,data/smile/M028B50.pt,M028
test,M028C38,5.0,5.0,False,False,False,False,2024/05/21 16:39:40.667,2024/05/21 16:39:41,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M028C38_hubert_layer6.pt,data/smile/M028C38.pt,M028
test,F005B24,4.0,4.0,False,False,False,False,2024/05/21 16:39:48.613,2024/05/21 16:39:53,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F005B24_hubert_layer6.pt,data/smile/F005B24.pt,F005
test,M025C23,3.5,4.0,False,False,False,False,2024/05/21 16:39:58.939,2024/05/21 16:40:03,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M025C23_hubert_layer6.pt,data/smile/M025C23.pt,M025
test,M006C46,5.0,5.0,False,False,False,False,2024/05/21 16:40:08.646,2024/05/21 16:40:11,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M006C46_hubert_layer6.pt,data/smile/M006C46.pt,M006
test,F019B35,5.0,5.0,False,False,False,False,2024/05/21 16:40:18.650,2024/05/21 16:40:21,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F019B35_hubert_layer6.pt,data/smile/F019B35.pt,F019
test,F007C30,4.0,4.5,False,False,False,False,2024/05/21 16:40:25.361,2024/05/21 16:40:28,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F007C30_hubert_layer6.pt,data/smile/F007C30.pt,F007
test,M006B38,4.0,4.0,False,False,False,False,2024/05/21 16:40:33.478,2024/05/21 16:40:40,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M006B38_hubert_layer6.pt,data/smile/M006B38.pt,M006
test,F001C22,4.0,4.0,False,True,False,False,2024/05/21 16:40:48.643,2024/05/21 16:40:56,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F001C22_hubert_layer6.pt,data/smile/F001C22.pt,F001
test,BF027C40,5.0,5.0,False,False,False,False,2024/05/21 16:41:13.194,2024/05/21 16:41:14,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BF027C40_hubert_layer6.pt,data/smile/BF027C40.pt,BF027
test,F003C04,4.0,4.0,False,True,False,False,2024/05/21 16:41:27.243,2024/05/21 16:41:29,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F003C04_hubert_layer6.pt,data/smile/F003C04.pt,F003
test,F004B19,5.0,5.0,False,False,False,False,2024/05/21 16:41:36.106,2024/05/21 16:41:36,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F004B19_hubert_layer6.pt,data/smile/F004B19.pt,F004
test,M002C42,5.0,4.5,False,False,False,False,2024/05/21 16:41:48.808,2024/05/21 16:41:51,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M002C42_hubert_layer6.pt,data/smile/M002C42.pt,M002
test,M024B08,4.5,4.5,False,False,False,False,2024/05/21 16:41:55.933,2024/05/21 16:42:01,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M024B08_hubert_layer6.pt,data/smile/M024B08.pt,M024
test,M012C35,2.5,3.0,False,False,False,False,2024/05/21 16:42:05.970,2024/05/21 16:42:09,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M012C35_hubert_layer6.pt,data/smile/M012C35.pt,M012
test,F007B32,3.0,3.5,False,False,False,False,2024/05/21 16:42:14.173,2024/05/21 16:42:19,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F007B32_hubert_layer6.pt,data/smile/F007B32.pt,F007
test,M001C11,2.5,3.0,False,False,False,False,2024/05/21 16:42:28.221,2024/05/21 16:42:29,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M001C11_hubert_layer6.pt,data/smile/M001C11.pt,M001
test,BM082B43,5.0,5.0,False,False,False,False,2024/05/21 16:42:35.741,2024/05/21 16:42:36,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BM082B43_hubert_layer6.pt,data/smile/BM082B43.pt,BM082
test,F001B15,4.5,4.5,False,False,False,False,2024/05/21 16:42:42.451,2024/05/21 16:42:47,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F001B15_hubert_layer6.pt,data/smile/F001B15.pt,F001
test,M017B09,5.0,4.5,False,False,False,False,2024/05/21 16:42:55.945,2024/05/21 16:42:59,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M017B09_hubert_layer6.pt,data/smile/M017B09.pt,M017
test,M010C07,5.0,4.5,False,False,False,False,2024/05/21 16:43:08.137,2024/05/21 16:43:11,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M010C07_hubert_layer6.pt,data/smile/M010C07.pt,M010
test,M013C18,1.5,2.5,False,False,False,False,2024/05/21 16:43:18.452,2024/05/21 16:43:23,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M013C18_hubert_layer6.pt,data/smile/M013C18.pt,M013
test,F008C16,1.5,2.0,False,False,False,False,2024/05/21 16:43:32.639,2024/05/21 16:43:35,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F008C16_hubert_layer6.pt,data/smile/F008C16.pt,F008
test,M024C26,5.0,5.0,False,False,False,False,2024/05/21 16:43:40.372,2024/05/21 16:43:44,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M024C26_hubert_layer6.pt,data/smile/M024C26.pt,M024
test,BF070B25,5.0,5.0,False,False,False,False,2024/05/21 16:43:49.194,2024/05/21 16:43:49,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BF070B25_hubert_layer6.pt,data/smile/BF070B25.pt,BF070
test,F010B29,2.5,3.0,False,False,False,False,2024/05/21 16:43:52.468,2024/05/21 16:43:57,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F010B29_hubert_layer6.pt,data/smile/F010B29.pt,F010
test,M009B13,4.0,4.0,False,False,False,False,2024/05/21 16:44:02.602,2024/05/21 16:44:07,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M009B13_hubert_layer6.pt,data/smile/M009B13.pt,M009
test,M002B16,5.0,4.5,False,True,False,False,2024/05/21 16:44:14.527,2024/05/21 16:44:16,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M002B16_hubert_layer6.pt,data/smile/M002B16.pt,M002
test,M009C19,4.5,4.5,False,False,False,False,2024/05/21 16:44:23.871,2024/05/21 16:44:25,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M009C19_hubert_layer6.pt,data/smile/M009C19.pt,M009
test,F003B07,5.0,4.5,False,True,False,False,2024/05/21 16:44:35.466,2024/05/21 16:44:38,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F003B07_hubert_layer6.pt,data/smile/F003B07.pt,F003
test,M017C08,4.0,3.5,False,False,False,False,2024/05/21 16:44:50.815,2024/05/21 16:44:51,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M017C08_hubert_layer6.pt,data/smile/M017C08.pt,M017
test,BF069B18,5.0,4.0,False,False,False,False,2024/05/21 16:44:58.059,2024/05/21 16:45:02,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BF069B18_hubert_layer6.pt,data/smile/BF069B18.pt,BF069
test,F006C25,5.0,4.5,False,False,False,False,2024/05/21 16:45:10.166,2024/05/21 16:45:13,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F006C25_hubert_layer6.pt,data/smile/F006C25.pt,F006
test,BM046C47,5.0,5.0,False,False,False,False,2024/05/21 16:45:20.576,2024/05/21 16:45:25,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/BM046C47_hubert_layer6.pt,data/smile/BM046C47.pt,BM046
test,M010B49,4.0,3.5,False,False,False,False,2024/05/21 16:45:38.209,2024/05/21 16:45:39,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M010B49_hubert_layer6.pt,data/smile/M010B49.pt,M010
test,M018B17,4.5,4.0,False,False,False,False,2024/05/21 16:45:46.283,2024/05/21 16:45:50,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M018B17_hubert_layer6.pt,data/smile/M018B17.pt,M018
test,M023C37,5.0,5.0,False,False,False,False,2024/05/21 16:46:02.476,2024/05/21 16:46:04,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M023C37_hubert_layer6.pt,data/smile/M023C37.pt,M023
test,F014B28,5.0,5.0,False,False,False,False,2024/05/21 16:46:09.718,2024/05/21 16:46:12,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F014B28_hubert_layer6.pt,data/smile/F014B28.pt,F014
test,F006B14,5.0,4.0,False,False,False,False,2024/05/21 16:46:17.558,2024/05/21 16:46:21,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F006B14_hubert_layer6.pt,data/smile/F006B14.pt,F006
test,M018C44,5.0,4.5,False,False,False,False,2024/05/21 16:46:25.974,2024/05/21 16:46:29,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M018C44_hubert_layer6.pt,data/smile/M018C44.pt,M018
test,M023B48,5.0,5.0,False,False,False,False,2024/05/21 16:46:34.626,2024/05/21 16:46:37,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M023B48_hubert_layer6.pt,data/smile/M023B48.pt,M023
test,M012B20,2.0,3.0,False,False,False,False,2024/05/21 16:46:44.140,2024/05/21 16:46:47,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M012B20_hubert_layer6.pt,data/smile/M012B20.pt,M012
test,F009B44,2.0,3.5,False,True,False,False,2024/05/21 16:46:56.792,2024/05/21 16:46:59,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/F009B44_hubert_layer6.pt,data/smile/F009B44.pt,F009
test,M001B47,2.5,3.0,False,False,False,False,2024/05/21 16:47:12.055,2024/05/21 16:47:13,deaf_csv/deaf_test_001.csv,202405211600,/home/akio/deaf_si_2025/data/hubert/M001B47_hubert_layer6.pt,data/smile/M001B47.pt,M001
trial,M001C50,1.5,4.0,False,False,True,True,2024/05/23 17:34:40,2024/05/23 17:35:23,deaf_csv/deaf_trial_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M001C50_hubert_layer6.pt,data/smile/M001C50.pt,M001
trial,F020C14,2.5,4.0,False,False,True,False,2024/05/23 17:35:32,2024/05/23 17:35:49,deaf_csv/deaf_trial_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F020C14_hubert_layer6.pt,data/smile/F020C14.pt,F020
trial,F016C08,4.0,4.5,True,False,False,False,2024/05/23 17:35:59,2024/05/23 17:36:17,deaf_csv/deaf_trial_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F016C08_hubert_layer6.pt,data/smile/F016C08.pt,F016
trial,M004C40,2.0,2.5,True,False,True,False,2024/05/23 17:36:24,2024/05/23 17:36:39,deaf_csv/deaf_trial_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M004C40_hubert_layer6.pt,data/smile/M004C40.pt,M004
test,F020B40,2.5,3.5,False,False,True,False,2024/05/23 17:36:50.399,2024/05/23 17:37:06,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F020B40_hubert_layer6.pt,data/smile/F020B40.pt,F020
test,BF026C49,5.0,5.0,False,False,False,False,2024/05/23 17:37:16.625,2024/05/23 17:37:22,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/BF026C49_hubert_layer6.pt,data/smile/BF026C49.pt,BF026
test,F013C37,5.0,5.0,False,False,False,False,2024/05/23 17:37:33.398,2024/05/23 17:37:39,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F013C37_hubert_layer6.pt,data/smile/F013C37.pt,F013
test,M006B37,5.0,4.0,True,False,False,False,2024/05/23 17:37:50.391,2024/05/23 17:37:59,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M006B37_hubert_layer6.pt,data/smile/M006B37.pt,M006
test,F018C27,4.0,3.5,True,False,False,False,2024/05/23 17:38:05.296,2024/05/23 17:38:17,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F018C27_hubert_layer6.pt,data/smile/F018C27.pt,F018
test,M028B15,5.0,5.0,False,False,False,False,2024/05/23 17:38:22.184,2024/05/23 17:38:25,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M028B15_hubert_layer6.pt,data/smile/M028B15.pt,M028
test,M010B46,3.5,4.0,True,False,False,False,2024/05/23 17:38:29.629,2024/05/23 17:38:40,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M010B46_hubert_layer6.pt,data/smile/M010B46.pt,M010
test,M006C23,4.5,4.0,False,False,False,True,2024/05/23 17:38:47.164,2024/05/23 17:38:57,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M006C23_hubert_layer6.pt,data/smile/M006C23.pt,M006
test,M005C06,5.0,4.0,True,False,False,False,2024/05/23 17:39:04.651,2024/05/23 17:39:13,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M005C06_hubert_layer6.pt,data/smile/M005C06.pt,M005
test,F010C13,2.0,2.5,True,False,True,False,2024/05/23 17:39:19.584,2024/05/23 17:39:28,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F010C13_hubert_layer6.pt,data/smile/F010C13.pt,F010
test,F003C33,4.5,3.0,True,True,False,False,2024/05/23 17:39:40.397,2024/05/23 17:39:49,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F003C33_hubert_layer6.pt,data/smile/F003C33.pt,F003
test,BM082B49,5.0,5.0,False,False,False,False,2024/05/23 17:39:58.267,2024/05/23 17:40:03,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/BM082B49_hubert_layer6.pt,data/smile/BM082B49.pt,BM082
test,F019C15,5.0,3.5,True,False,False,False,2024/05/23 17:40:10.770,2024/05/23 17:40:16,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F019C15_hubert_layer6.pt,data/smile/F019C15.pt,F019
test,F008C42,1.0,1.5,True,False,True,False,2024/05/23 17:40:32.709,2024/05/23 17:40:43,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F008C42_hubert_layer6.pt,data/smile/F008C42.pt,F008
test,F015C35,2.5,3.5,True,False,False,False,2024/05/23 17:40:50.164,2024/05/23 17:41:00,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F015C35_hubert_layer6.pt,data/smile/F015C35.pt,F015
test,M014B11,2.5,2.5,True,True,False,False,2024/05/23 17:41:08.073,2024/05/23 17:41:16,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M014B11_hubert_layer6.pt,data/smile/M014B11.pt,M014
test,F006B19,5.0,4.5,False,False,False,True,2024/05/23 17:41:22.926,2024/05/23 17:41:34,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F006B19_hubert_layer6.pt,data/smile/F006B19.pt,F006
test,M014C46,4.0,5.0,False,False,False,False,2024/05/23 17:41:40.653,2024/05/23 17:41:45,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M014C46_hubert_layer6.pt,data/smile/M014C46.pt,M014
test,F016B06,3.0,4.0,True,False,False,False,2024/05/23 17:41:54.039,2024/05/23 17:42:01,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F016B06_hubert_layer6.pt,data/smile/F016B06.pt,F016
test,M010C12,4.5,4.5,False,False,True,False,2024/05/23 17:42:08.763,2024/05/23 17:42:21,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/M010C12_hubert_layer6.pt,data/smile/M010C12.pt,M010
test,F014B45,4.5,5.0,False,False,False,False,2024/05/23 17:42:29.593,2024/05/23 17:42:33,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F014B45_hubert_layer6.pt,data/smile/F014B45.pt,F014
test,F009C03,2.5,2.5,True,True,True,False,2024/05/23 17:42:42.681,2024/05/23 17:42:53,deaf_csv/deaf_test_002.csv,202405231730,/home/akio/deaf_si_2025/data/hubert/F009C03_hubert_layer6.pt,data/smile/F009C03.pt,F009
